,category,sub_category,crimeaditionalinfo
1300,Online Gambling  Betting,Online Gambling  Betting,"Mujhe ek message aaya tha ki maine lottery jeeti hai, aur agar main paise deposit karun toh mujhe zyada paise milenge. Unhone meri bank details maangi thi. Please help!"
296,Online and Social Media Related Crime,Intimidating Email,"Mujhe kuch ajeeb emails aa rahe hain jisme koi mujhe dhamki de raha hai ki uske paas meri personal information hai. Woh paisa maang raha hai. Main bahut pareshan hoon, please help karein."
855,Online Cyber Trafficking,Online Trafficking,A guy on Instagram is threatening to leak my private photos if I don’t send him money. I have all the evidence saved. Please guide me on how to report this.
1334,Online Gambling  Betting,Online Gambling  Betting,"Sir, main ek gambling site par gaya tha jahan mujhe paise jeetne ka mauka mila. Maine bahut paise invest kiye, lekin ab mujhe kuch nahi mil raha. Please help!"
1216,Online Financial Fraud,Business Email CompromiseEmail Takeover,"Sir, mujhe ek email se contact kiya gaya tha jo mujhe ek fake job offer de raha tha. Maine unhe paise diye, par ab mujhe samajh aaya ki yeh sab fraud hai. Please meri madad karein."
1484,Child Pornography CPChild Sexual Abuse Material CSAM,,"Maine ek Facebook account dekha jo bachon ki explicit images share kar raha hai. Yeh report karna chahiye, please is par action lo."
1218,Online Financial Fraud,Business Email CompromiseEmail Takeover,"Sir, mujhe ek WhatsApp par message aaya tha ki mujhe ek online course ke liye register karna hai. Maine paise diye, par ab mujhe pata chala ki yeh sab fake hai. Please meri madad karein."
913,Cyber Terrorism,Cyber Terrorism,"Kuch din pehle mujhe ek message aaya tha ki mera bank account hack ho gaya hai. Ab wo log mujhe paise bhejne ke liye keh rahe hain, warna mere contacts ko bata denge. Main bahut pareshan hoon!"
165,Ransomware,Ransomware,"I was working on my computer when a ransomware virus attacked. Now, all my files are encrypted, and the hackers are demanding a ransom in Bitcoin. I need help to recover my important data."
1448,Child Pornography CPChild Sexual Abuse Material CSAM,,"Koi mujhe WhatsApp par har roz message karke meri private photos maang raha hai. Agar nahi di toh wo mujhe dhamki de raha hai. Yeh bahut serious hai, please help."
1281,Online Financial Fraud,Business Email CompromiseEmail Takeover,"Sir, mujhe ek WhatsApp message aaya tha jismein bola gaya tha ki mujhe ek accha business opportunity mil raha hai. Unhone mujhe paise transfer karne ko bola, lekin ab wo mujhe nahi mil rahe hain."
1390,Online Gambling  Betting,Online Gambling  Betting,Mujhe ek call aayi thi jisme bola gaya ki maine lottery jeeti hai. Unhone mere bank details maange. Mujhe lagta hai ye scam hai. Kripya madad karein!
1180,Hacking  Damage to computercomputer system etc,Email Hacking,"Mera email ID kisi ne hack kar liya hai, aur ab mujhe access nahi mil raha. Mujhe dar hai ki mere personal details kisi aur ke paas hain. Kripya madad karein."
642,Hacking  Damage to computercomputer system etc,Website DefacementHacking,Mujhe ek call aayi thi jisme bola gaya tha ki mujhe apne bank details dene hain. Maine diya aur ab mujhe pata chala ki mera account hack ho gaya hai.
539,Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,"Mera system kisi virus se affect ho gaya hai. Ab main apne files nahi khol pa raha hoon. Kripya meri madad karein, mujhe bahut zarurat hai."
499,Online and Social Media Related Crime,Impersonating Email,"Mujhe ek aisa email mila jisme kisi ne mere manager ka naam use kiya. Usne mujhe bola ki mujhe paise transfer karne hain. Jab maine apne manager se baat ki, toh pata chala ki ye sab jhoot tha."
1033,Online and Social Media Related Crime,Provocative Speech for unlawful acts,Mujhe ek ladka video call karke blackmail kar raha hai. Maine uska number block kar diya lekin voh naye number se mujhe pareshan kar raha hai. Kya karun?
734,Online and Social Media Related Crime,Online Matrimonial Fraud,"Sir, I was searching for a life partner on a matrimony website and got in touch with a girl named Aditi. She asked for money to help her with a loan. I sent her Rs 30,000, but now she is unreachable. Please help."
625,Hacking  Damage to computercomputer system etc,Website DefacementHacking,Mujhe ek link mila tha jo mere dost ne bheja tha. Us par click karte hi mera Facebook account hack ho gaya. Ab main kya karoon?
1142,Hacking  Damage to computercomputer system etc,Email Hacking,"Mujhe kisi ne call kiya aur bola ki mujhe loan chukana hai, jabki maine kabhi loan nahi liya. Mujhe lagta hai ki mera email id hack ho gaya hai. Main bahut pareshan hoon."
901,Cyber Terrorism,Cyber Terrorism,"Maine ek loan liya tha ek app se, ab wo log mujhe har din call kar rahe hain aur mere dost logon ko bhi pareshan kar rahe hain. Unka kehna hai ki agar main payment nahi karunga, toh wo mere contacts ko bata denge. Kya karun?"
934,Cyber Terrorism,Cyber Terrorism,"Mujhe ek loan app se paise mile the, ab wo log mujhe har din call kar rahe hain aur mere contacts ko bhi pareshan kar rahe hain. Unka kehna hai ki agar main payment nahi karunga, toh wo sabko bata denge. Kya karun?"
486,Online and Social Media Related Crime,Impersonating Email,"Someone sent me an email pretending to be my project manager. They asked for money to pay a vendor. I didn’t transfer anything, but I want to report this fraud."
1009,Online and Social Media Related Crime,Provocative Speech for unlawful acts,Mujhe ek ladka video call karke blackmail kar raha hai. Maine uska number block kar diya lekin voh naye number se mujhe pareshan kar raha hai. Kya karun?
962,Cyber Terrorism,Cyber Terrorism,"Mujhe ek travel agency se call aaya tha, unhone mujhe tour book karne ke liye bola. Ab wo log mujhe aur paise dene ke liye keh rahe hain aur dhamki de rahe hain. Main bahut pareshan hoon."
994,Cyber Terrorism,Cyber Terrorism,"Mujhe ek loan app se paise chahiye the, lekin ab wo log mujhe dhamki de rahe hain ki agar maine unhe paise nahi diye toh wo mere contacts ko call karenge. Main bahut pareshan hoon, please madad karein."
50,Report Unlawful Content,Against Interest of sovereignty or integrity of India,I found a video on Facebook where a person named Ramesh Sharma is promoting anti-national sentiments. He is seen encouraging violence against our armed forces. Please take action against this unlawful content.
1108,Hacking  Damage to computercomputer system etc,Email Hacking,Mujhe ek email aayi thi jismein bola gaya ki mera account hack ho gaya hai. Maine password change kiya lekin phir bhi mujhe emails mil rahe hain. Kripya dekhein is par.
655,Hacking  Damage to computercomputer system etc,Website DefacementHacking,"Sir, mujhe ek email aaya tha jisme bola gaya tha ki mera account verify karna hai. Maine link pe click kiya aur ab mera account hack ho gaya hai. Please help."
1043,Online and Social Media Related Crime,Provocative Speech for unlawful acts,Mujhe ek Facebook link mila jisme mere photo ke sath badtameezi ki gayi hai. Yeh sab social media par faila rahe hain. Main bahut pareshan hoon.
573,Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,I received a threatening message saying my computer has been hacked and they will leak my data. I need immediate help from cybercrime.
937,Cyber Terrorism,Cyber Terrorism,"Kuch din pehle mujhe ek message aaya tha ki mera bank account hack ho gaya hai. Ab wo log mujhe paise bhejne ke liye keh rahe hain, warna mere contacts ko bata denge. Main bahut pareshan hoon!"
1230,Online Financial Fraud,Business Email CompromiseEmail Takeover,"Sir, mujhe ek WhatsApp par message aaya tha ki mujhe ek online course ke liye register karna hai. Maine paise diye, par ab mujhe pata chala ki yeh sab fake hai. Please meri madad karein."
703,Online and Social Media Related Crime,Online Matrimonial Fraud,"Hello, I was chatting with a girl on a matrimonial site who said she was in trouble and needed money for her brother's treatment. I transferred Rs 25,000 to her account, but now she has blocked me. Please investigate this fraud."
311,Online and Social Media Related Crime,EMail Phishing,"Sir, I received a WhatsApp message from an unknown number claiming to be a friend in trouble. They asked for money urgently. I think it’s a phishing scam."
264,Online and Social Media Related Crime,Intimidating Email,Mujhe ek ajeeb email mila hai jisme koi mujhe dhamki de raha hai ki usne meri private life ke baare mein sab kuch jaan liya hai. Woh paisa maang raha hai. Main bahut dar rahi hoon.
704,Online and Social Media Related Crime,Online Matrimonial Fraud,"Sir, I was searching for a life partner on a matrimony website and got in touch with a girl named Aditi. She asked me to send money for her travel expenses, claiming she was stuck in another city. I sent her Rs 30,000, but now she is unreachable. Please help."
786,Online and Social Media Related Crime,Online Matrimonial Fraud,"I found a profile on a matrimony app and started talking to a girl named Anjali. She asked for money to pay for her education. I sent her Rs. 10,000, but now I think it was a fraud. Please help me."
835,Online Cyber Trafficking,Online Trafficking,Kisi ne mujhe ek fake job offer diya aur bola ki mujhe unhe advance payment karna padega. Main samajh nahi paa raha ki ye sab kya hai.
276,Online and Social Media Related Crime,Intimidating Email,"Mujhe kuch ajeeb emails aa rahe hain jisme koi mujhe dhamki de raha hai ki uske paas meri personal information hai. Woh paisa maang raha hai. Main bahut pareshan hoon, please help karein."
62,Report Unlawful Content,Against Interest of sovereignty or integrity of India,"On Twitter, a user named Suman Gupta is spreading hate speech against our country and its leaders. This content is unlawful and should be investigated."
551,Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,My laptop is acting weird since I clicked on a suspicious link. I think someone has hacked into my system and is trying to steal my data. I need urgent assistance.
1491,Child Pornography CPChild Sexual Abuse Material CSAM,,"I found a disturbing video in a group chat that involves minors. It’s really upsetting, and I want to report it. Please take action against this content."
1317,Online Gambling  Betting,Online Gambling  Betting,"Ek aadmi mujhe call karke keh raha tha ki agar main unhe paise doon toh mujhe double milenge. Maine unki baatein maani aur paise bheje, ab mujhe samajh aaya ki yeh scam hai."
242,Online and Social Media Related Crime,Intimidating Email,Someone is sending me emails saying they will expose my secrets if I don't pay them. I have no idea who they are. The email ID is blackmail789@gmail.com. I need urgent assistance!
327,Online and Social Media Related Crime,EMail Phishing,"Sir, I received a WhatsApp message from an unknown number claiming to be a family member in trouble. They asked for money urgently. I think it’s a phishing scam."
309,Online and Social Media Related Crime,EMail Phishing,"I received a message on Instagram saying I won a gift card, but I need to provide my email and phone number to claim it. I think it’s a scam."
522,Hacking  Damage to computercomputer system etc,Damage to computer computer systems etc,"Sir, mujhe kisi ne blackmail kiya hai. Usne meri personal photos aur videos ko leak karne ki dhamki di hai. Uska number ye hai: 9876543210. Kripya is par action lein."
1414,Child Pornography CPChild Sexual Abuse Material CSAM,,Mujhe ek unknown ID se kuch vulgar messages mil rahe hain jo mere friends ko bhi tag kar rahe hain. Wo mujhe bad pictures bhejne ke liye keh rahe hain. Please iski jaanch karein.
1130,Hacking  Damage to computercomputer system etc,Email Hacking,"Mujhe kisi ne call kiya aur bola ki mujhe loan chukana hai, jabki maine kabhi loan nahi liya. Mujhe lagta hai ki mera email id hack ho gaya hai. Main bahut pareshan hoon."
